0.985600	0.984800	2415.500000	2378.000000
0.982300	0.977050	1920.000000	1876.500000
0.982550	0.977900	1922.500000	1880.500000
0.989100	0.985100	3894.500000	3835.000000
0.978650	0.976600	1952.000000	1906.500000
0.987050	0.984300	3714.000000	3659.500000
0.988750	0.988600	4692.000000	4638.500000
0.020400	0.020600	1978.500000	41.000000
0.036550	0.030400	1978.500000	60.500000
0.064450	0.064600	1978.500000	128.500000
0.987400	0.984350	2930.500000	2884.500000
0.970400	0.959750	1261.500000	1210.500000
0.017850	0.000000	4096.000000	0.000000
0.210800	0.000000	3763.500000	0.000000
0.979750	0.964600	1171.500000	1131.500000
0.210250	0.000000	1713.000000	0.000000
