0.982500	0.999999	2735.000000	2709.500000
0.975700	0.979050	2103.500000	2059.500000
0.967250	0.981450	2309.500000	2266.500000
0.967900	0.980600	2312.000000	2267.000000
0.984800	0.988300	4285.500000	4235.000000
0.983550	0.987300	4327.500000	4272.000000
0.968150	0.977300	2316.000000	2266.000000
0.976000	0.982250	3934.000000	3866.500000
0.986900	0.987100	5259.500000	5192.500000
0.016650	0.000000	972.500000	0.000000
0.060550	0.000000	655.500000	0.000000
0.032400	0.035950	1699.000000	62.500000
0.976600	0.985550	3140.500000	3095.000000
0.984650	0.989700	4855.500000	4805.000000
0.018800	0.000000	3961.000000	0.000000
0.969650	0.970150	1458.500000	1420.500000
