0.295450	0.000000	4414.000000	0.000000
0.967700	0.999999	4448.000000	4403.500000
0.980400	0.982100	2487.500000	2442.000000
0.978100	0.984750	3087.500000	3039.500000
0.016500	0.000000	4430.000000	0.000000
0.094500	0.000000	1094.000000	0.000000
0.407150	0.000000	3247.000000	0.000000
0.029700	0.000000	7772.000000	0.000000
0.054400	0.000000	6143.500000	0.000000
0.983750	0.999999	6171.500000	6109.000000
0.018700	0.021550	2955.500000	65.000000
0.030900	0.000000	1270.500000	0.000000
0.010450	0.014200	2955.500000	42.500000
0.942600	0.999999	5417.500000	5369.000000
0.032700	0.013800	6843.000000	95.500000
0.946200	0.999999	6065.500000	6020.500000
0.978150	0.999999	4620.500000	4577.500000
0.011200	0.000000	4767.500000	0.000000
0.011200	0.000000	4761.500000	0.000000
0.011200	0.000000	4771.000000	0.000000
0.065650	0.000000	5057.000000	0.000000
0.043300	0.000000	2232.000000	0.000000
