0.977250	0.999999	5654.000000	5602.000000
0.969200	0.987650	4023.500000	3973.500000
0.962750	0.984900	3430.500000	3379.000000
0.966550	0.989300	6285.000000	6217.500000
0.059250	0.000000	71.500000	0.000000
0.964100	0.999999	6042.000000	5984.000000
0.964150	0.999999	6041.500000	5984.000000
0.971000	0.999999	6445.500000	6382.000000
0.014050	0.000000	1949.000000	0.000000
0.034150	0.000000	1563.000000	0.000000
0.059950	0.062650	2949.500000	189.500000
0.957150	0.984400	4504.000000	4434.000000
0.974950	0.999999	7252.500000	7190.000000
0.971200	0.999999	6137.000000	6080.000000
0.971500	0.999999	6136.000000	6077.000000
0.127450	0.000000	5668.500000	0.000000
0.966500	0.988650	1747.500000	1728.500000
