0.982500	0.987450	2343.000000	2316.000000
0.975700	0.984150	2412.000000	2374.000000
0.967250	0.980750	1959.000000	1922.500000
0.967900	0.981250	1959.500000	1923.500000
0.984800	0.999999	4530.500000	4488.000000
0.983550	0.989200	4135.500000	4090.000000
0.968150	0.977900	2137.500000	2090.500000
0.976000	0.981200	3722.500000	3651.000000
0.986900	0.987850	5210.000000	5148.500000
0.016650	0.021650	1629.000000	35.000000
0.060550	0.000000	614.000000	0.000000
0.032400	0.047800	1628.500000	76.500000
0.976600	0.986850	3004.500000	2964.500000
0.984650	0.999999	4333.000000	4292.500000
0.018800	0.000000	3439.500000	0.000000
0.969650	0.982050	1326.000000	1300.500000
