0.978100	0.973750	3746.500000	3655.500000
0.935200	0.917500	1227.500000	1132.000000
0.947650	0.951250	1902.500000	1811.000000
0.974950	0.961550	2259.500000	2171.500000
0.359600	0.067650	1641.000000	110.500000
0.977950	0.958450	2591.000000	2485.000000
0.975500	0.931850	2855.500000	2743.000000
0.979850	0.979400	5839.500000	5720.500000
0.024750	0.023650	1746.000000	43.500000
0.041100	0.000000	833.500000	0.000000
0.973300	0.965550	3171.000000	3061.500000
0.034950	0.000000	1290.000000	0.000000
0.987500	0.981600	5731.500000	5626.000000
0.980200	0.975300	4590.000000	4480.500000
