0.977250	0.999999	6034.500000	5982.500000
0.969200	0.975250	3347.500000	3265.000000
0.962750	0.988100	3514.500000	3459.500000
0.966550	0.975450	4957.000000	4825.500000
0.059250	0.000000	150.000000	0.000000
0.964100	0.963100	4936.000000	4715.000000
0.964150	0.963700	4935.000000	4717.000000
0.971000	0.979500	4520.000000	4386.500000
0.014050	0.000000	1310.500000	0.000000
0.034150	0.000000	1087.000000	0.000000
0.059950	0.062050	1883.500000	104.500000
0.957150	0.967700	3610.000000	3485.500000
0.974950	0.981900	4979.500000	4857.500000
0.971200	0.966650	3727.500000	3575.500000
0.971500	0.966200	3725.500000	3572.500000
0.127450	0.000000	4739.500000	0.000000
0.966500	0.920400	1334.000000	1262.500000
